epoch,train_loss,train_acc,val_loss,val_acc,head_lr,backbone_lr,head_grad_norm,backbone_grad_norm,epoch_time
1,1.393862,0.125428,1.326837,0.172935,0.00250000,0.00000000,0.003500,0.000000,385.57
2,1.110615,0.344361,0.926725,0.477705,0.00500000,0.00000000,0.021127,0.000000,350.28
3,0.808083,0.552952,0.757589,0.574544,0.00499470,0.00000000,0.025754,0.000000,412.58
4,0.684059,0.618462,0.682292,0.607794,0.00497883,0.00000000,0.025183,0.000000,446.52
5,0.619337,0.649259,0.640470,0.622043,0.00495244,0.00000000,0.024201,0.000000,475.19
6,0.578240,0.667261,0.610703,0.636584,0.00491567,0.00000000,0.023421,0.000000,533.75
7,0.547879,0.682200,0.589030,0.648507,0.00486865,0.00000000,0.022789,0.000000,462.13
8,0.523638,0.694818,0.570418,0.655487,0.00481160,0.00000000,0.022319,0.000000,471.41
9,0.503874,0.704897,0.557287,0.658492,0.00474476,0.00000000,0.021831,0.000000,434.31
10,0.487372,0.713707,0.545508,0.666344,0.00466841,0.00000000,0.021360,0.000000,417.67
11,0.473089,0.721543,0.536157,0.668670,0.00458289,0.00000000,0.020959,0.000000,416.90
12,0.460738,0.728635,0.528030,0.673711,0.00448855,0.00000000,0.020593,0.000000,393.72
13,0.449571,0.734150,0.522185,0.671675,0.00438580,0.00000000,0.020233,0.000000,369.52
14,0.439899,0.739469,0.515371,0.675262,0.00427509,0.00000000,0.019928,0.000000,358.70
15,0.430982,0.745051,0.510551,0.677685,0.00415688,0.00000000,0.019678,0.000000,375.58
16,0.423170,0.749910,0.504832,0.679333,0.00403168,0.00000000,0.019457,0.000000,373.58
17,0.415695,0.753445,0.501200,0.680981,0.00390004,0.00000000,0.019138,0.000000,390.69
18,0.409139,0.757341,0.497376,0.683307,0.00376250,0.00000000,0.018952,0.000000,367.46
19,0.403049,0.761401,0.493889,0.684471,0.00361966,0.00000000,0.018754,0.000000,389.09
20,0.397364,0.764629,0.491109,0.686216,0.00347214,0.00000000,0.018528,0.000000,403.68
21,0.392124,0.767332,0.488345,0.687670,0.00332056,0.00000000,0.018310,0.000000,373.54
22,0.387555,0.770397,0.485550,0.687767,0.00316558,0.00000000,nan,0.000000,407.40
23,0.383003,0.772969,0.483085,0.688251,0.00300785,0.00000000,0.017998,0.000000,423.50
24,0.378955,0.775234,0.481173,0.689705,0.00284805,0.00000000,0.017869,0.000000,403.79
25,0.375196,0.777598,0.479611,0.688833,0.00268687,0.00000000,0.017771,0.000000,413.47
26,0.371809,0.779830,0.477425,0.691838,0.00252500,0.00000000,0.017612,0.000000,385.23
27,0.368671,0.782227,0.475966,0.692420,0.00236313,0.00000000,nan,0.000000,388.31
28,0.365807,0.783650,0.474611,0.692032,0.00220195,0.00000000,0.017373,0.000000,421.56
29,0.363191,0.785226,0.473930,0.692710,0.00204215,0.00000000,0.017290,0.000000,407.52
30,0.360741,0.787042,0.472676,0.693098,0.00188442,0.00000000,nan,0.000000,386.01
31,0.358583,0.788728,0.471508,0.694261,0.00172944,0.00000000,0.017066,0.000000,406.60
32,0.356630,0.789702,0.470336,0.694261,0.00157786,0.00000000,0.017002,0.000000,372.40
33,0.354801,0.790523,0.470162,0.695037,0.00143034,0.00000000,0.016907,0.000000,414.18
34,0.353186,0.791595,0.469107,0.693971,0.00128750,0.00000000,0.016788,0.000000,380.40
35,0.351703,0.792536,0.468661,0.695425,0.00114996,0.00000000,nan,0.000000,328.06
36,0.350376,0.793565,0.468160,0.694552,0.00101832,0.00000000,0.016707,0.000000,398.68
37,0.349215,0.794003,0.467750,0.694552,0.00089312,0.00000000,0.016647,0.000000,416.75
38,0.348171,0.794747,0.467290,0.695037,0.00077491,0.00000000,nan,0.000000,403.91
39,0.347244,0.795097,0.467084,0.694552,0.00066420,0.00000000,0.016586,0.000000,409.59
40,0.346454,0.795798,0.466803,0.694746,0.00056145,0.00000000,0.016492,0.000000,491.54
41,0.345769,0.796148,0.466580,0.695231,0.00046711,0.00000000,nan,0.000000,354.67
42,0.345187,0.796585,0.466374,0.695037,0.00038159,0.00000000,0.016455,0.000000,396.54
43,0.344694,0.796848,0.466239,0.695134,0.00030524,0.00000000,0.016369,0.000000,391.03
44,0.344276,0.796969,0.466127,0.695425,0.00023840,0.00000000,nan,0.000000,411.09
45,0.343941,0.797264,0.466038,0.695328,0.00018135,0.00000000,0.016369,0.000000,400.84
