experiment_id,trial,lr,weight_decay,best_val_acc,dev_best_epoch,head_type,augmentation_preset,config_path,checkpoint_path
E1,lr_5e-03__wd_1e-04,0.005,0.0001,0.6361209964412812,46,cosine,a0,outputs/e1/search/generated_configs/lr_5e-03__wd_1e-04.yaml,outputs/e1/search/lr_5e-03__wd_1e-04/checkpoints/best.pt
E1,lr_3e-03__wd_1e-04,0.003,0.0001,0.6143732700672202,49,cosine,a0,outputs/e1/search/generated_configs/lr_3e-03__wd_1e-04.yaml,outputs/e1/search/lr_3e-03__wd_1e-04/checkpoints/best.pt
E1,lr_1e-03__wd_1e-04,0.001,0.0001,0.5904507710557533,42,cosine,a0,outputs/e1/search/generated_configs/lr_1e-03__wd_1e-04.yaml,outputs/e1/search/lr_1e-03__wd_1e-04/checkpoints/best.pt
E1,lr_5e-04__wd_1e-04,0.0005,0.0001,0.5846184262554369,45,cosine,a0,outputs/e1/search/generated_configs/lr_5e-04__wd_1e-04.yaml,outputs/e1/search/lr_5e-04__wd_1e-04/checkpoints/best.pt
E1,lr_1e-04__wd_1e-04,0.0001,0.0001,0.580367734282325,39,cosine,a0,outputs/e1/search/generated_configs/lr_1e-04__wd_1e-04.yaml,outputs/e1/search/lr_1e-04__wd_1e-04/checkpoints/best.pt
