epoch,train_loss,train_acc,val_loss,val_acc,head_lr,backbone_lr,head_grad_norm,backbone_grad_norm,epoch_time
1,0.826792,0.822139,1.381774,0.690951,0.00015000,0.00000500,0.009609,0.999954,153.48
2,0.795830,0.821295,1.394993,0.691630,0.00030000,0.00001000,0.008704,0.999962,152.07
3,0.766442,0.824596,1.410609,0.690854,0.00029968,0.00000999,0.007822,nan,152.47
4,0.741704,0.828609,1.419656,0.693373,0.00029873,0.00000996,0.007284,0.999973,152.96
5,0.721541,0.832973,1.429883,0.692598,0.00029715,0.00000990,0.006942,0.999976,155.81
6,0.703455,0.836855,1.436027,0.693276,0.00029494,0.00000983,0.006650,nan,155.76
7,0.687539,0.840243,1.443910,0.691145,0.00029212,0.00000974,0.006434,0.999979,153.73
8,0.672746,0.843347,1.447011,0.692017,0.00028870,0.00000962,0.006263,0.999980,155.76
9,0.659238,0.846790,1.450153,0.692501,0.00028469,0.00000949,0.006082,nan,154.12
10,0.646917,0.849685,1.451779,0.693858,0.00028010,0.00000934,0.005965,0.999982,155.68
11,0.634991,0.852547,1.453019,0.692695,0.00027497,0.00000917,0.005867,0.999983,154.50
12,0.624396,0.854817,1.457537,0.693083,0.00026931,0.00000898,0.005766,nan,157.04
13,0.614019,0.857361,1.458335,0.692405,0.00026315,0.00000877,0.005670,0.999984,156.18
14,0.604219,0.859576,1.460491,0.693664,0.00025651,0.00000855,0.005600,0.999984,157.33
15,0.595196,0.861878,1.462320,0.692986,0.00024941,0.00000831,0.005501,nan,155.11
16,0.586879,0.864181,1.462124,0.693664,0.00024190,0.00000806,0.005438,0.999985,155.93
17,0.578222,0.866780,1.465615,0.694342,0.00023400,0.00000780,0.005368,nan,155.11
18,0.570911,0.867800,1.466793,0.694245,0.00022575,0.00000752,0.005297,nan,158.18
19,0.563178,0.870092,1.468342,0.692211,0.00021718,0.00000724,0.005246,0.999986,160.09
20,0.556430,0.872109,1.471470,0.692017,0.00020833,0.00000694,0.005199,0.999986,155.58
21,0.549863,0.873601,1.471867,0.694052,0.00019923,0.00000664,0.005143,0.999987,155.98
22,0.543557,0.876035,1.473016,0.693276,0.00018993,0.00000633,0.005111,0.999987,157.24
23,0.537241,0.877362,1.475064,0.693083,0.00018047,0.00000602,0.005065,0.999987,159.48
24,0.532022,0.878436,1.476089,0.692114,0.00017088,0.00000570,0.005019,nan,152.75
25,0.526728,0.879719,1.477281,0.693858,0.00016121,0.00000537,0.004993,0.999987,155.41
26,0.521791,0.881989,1.479003,0.692114,0.00015150,0.00000505,0.004953,0.999988,155.41
27,0.516993,0.882866,1.479961,0.692889,0.00014179,0.00000473,0.004925,0.999988,155.75
