class_idx,n_samples,mean_weight,std_weight,p10,p50,p90
274,185,0.6000000238418579,0.20353072881698608,0.30869564414024353,0.613043487071991,0.8752173781394958
275,170,0.6000000238418579,0.20733603835105896,0.2844970226287842,0.6426035761833191,0.8373964428901672
276,189,0.6000000238418579,0.21118174493312836,0.2906382977962494,0.6085106730461121,0.882553219795227
277,190,0.6000000238418579,0.1874120533466339,0.3070899248123169,0.6296296119689941,0.8308994174003601
278,184,0.6000000238418579,0.21977944672107697,0.2808743119239807,0.6109289526939392,0.8754098415374756
279,178,0.5999999642372131,0.20761726796627045,0.31932201981544495,0.5909604430198669,0.8836158514022827
280,184,0.6000000238418579,0.21867679059505463,0.2983606457710266,0.6043715476989746,0.9031693935394287
281,191,0.5999999642372131,0.22150760889053345,0.29894736409187317,0.6000000238418579,0.9052631258964539
282,188,0.6000000238418579,0.1964031308889389,0.2800000011920929,0.625668466091156,0.8412835001945496
283,187,0.6000000238418579,0.18767200410366058,0.29075267910957336,0.6494624018669128,0.8008602261543274
284,187,0.6000000238418579,0.21154120564460754,0.2959139943122864,0.6064516305923462,0.8821504712104797
285,172,0.6000000238418579,0.1800066977739334,0.35298246145248413,0.609356701374054,0.8353216052055359
286,169,0.6000000238418579,0.21942271292209625,0.2785714268684387,0.6261904835700989,0.8909523487091064
287,177,0.5999999642372131,0.20816852152347565,0.27954545617103577,0.6136364340782166,0.8622726798057556
288,190,0.6000000238418579,0.2221088856458664,0.28867724537849426,0.6063491702079773,0.8903703689575195
289,186,0.5999999642372131,0.2111595720052719,0.2940540611743927,0.6237837672233582,0.8648648858070374
290,192,0.5999999642372131,0.2114945948123932,0.28586387634277344,0.6146597266197205,0.8634554743766785
291,185,0.6000000238418579,0.2049071341753006,0.2865217626094818,0.623913049697876,0.862173855304718
292,189,0.6000000238418579,0.20836137235164642,0.28808513283729553,0.6191489100456238,0.8621276617050171
293,188,0.6000000834465027,0.2053535431623459,0.3390374183654785,0.5935829281806946,0.8793582916259766
294,187,0.5999999642372131,0.21051600575447083,0.29290324449539185,0.6215053796768188,0.8782795667648315
295,187,0.5999999642372131,0.20207573473453522,0.31354838609695435,0.6064516305923462,0.8623656034469604
296,186,0.6000000238418579,0.2082269787788391,0.3351351320743561,0.5827026963233948,0.8897297382354736
297,182,0.5999999642372131,0.21228286623954773,0.29082873463630676,0.6243094205856323,0.8581215143203735
298,184,0.5999999046325684,0.2133018672466278,0.3097267746925354,0.6000000238418579,0.8719125986099243
299,182,0.6000000834465027,0.2185029685497284,0.2718231976032257,0.6044198870658875,0.8910496830940247
300,174,0.6000000238418579,0.2042561173439026,0.28393062949180603,0.6184971332550049,0.851560652256012
301,185,0.6000000238418579,0.19953791797161102,0.3169565200805664,0.6217390894889832,0.8534782528877258
302,180,0.6000000238418579,0.20984911918640137,0.3048044741153717,0.6000000238418579,0.8659217953681946
303,184,0.6000000238418579,0.209067240357399,0.3049180209636688,0.6131147742271423,0.876284122467041
304,181,0.6000000238418579,0.2033286839723587,0.2711111307144165,0.6355555653572083,0.8333333730697632
305,179,0.6000000238418579,0.20273391902446747,0.3114606738090515,0.5955056548118591,0.8858426809310913
306,186,0.5999999642372131,0.1988879144191742,0.3005405366420746,0.6108108162879944,0.8518918752670288
307,180,0.6000000238418579,0.21452981233596802,0.2913966476917267,0.6312848925590515,0.8753072023391724
308,189,0.6000000238418579,0.20633432269096375,0.3059574365615845,0.6000000238418579,0.8770212531089783
309,186,0.5999999642372131,0.21201445162296295,0.28540539741516113,0.617297351360321,0.8735135197639465
310,184,0.6000000238418579,0.21834775805473328,0.28218579292297363,0.6174863576889038,0.8872131109237671
311,186,0.6000000238418579,0.21055999398231506,0.30162161588668823,0.6259459853172302,0.8594595193862915
312,174,0.6000000238418579,0.21302509307861328,0.29086706042289734,0.6277456283569336,0.8652023077011108
313,187,0.5999999642372131,0.1991548091173172,0.3423655927181244,0.6172043085098267,0.8468817472457886
314,183,0.6000000834465027,0.1975075900554657,0.2883516550064087,0.6153846383094788,0.8527472615242004
315,185,0.6000000238418579,0.2092306911945343,0.30000001192092896,0.595652163028717,0.8695651888847351
316,188,0.5999999642372131,0.20408210158348083,0.3093048334121704,0.6299465298652649,0.873796820640564
317,184,0.6000000238418579,0.20676128566265106,0.29289618134498596,0.6262295246124268,0.8644808530807495
318,188,0.5999999642372131,0.18055479228496552,0.30631017684936523,0.6278074979782104,0.8288769721984863
319,184,0.6000000238418579,0.1980789303779602,0.2911475598812103,0.6306011080741882,0.8515846729278564
320,185,0.6000000834465027,0.21330998837947845,0.28608694672584534,0.6326087117195129,0.8699999451637268
321,184,0.5999999642372131,0.21300019323825836,0.2800000011920929,0.6174863576889038,0.8944262266159058
322,181,0.6000000238418579,0.2156059443950653,0.3266666531562805,0.5799999833106995,0.8955556154251099
323,180,0.6000000238418579,0.20969006419181824,0.297430157661438,0.6201117634773254,0.87284916639328
324,183,0.6000000834465027,0.19577907025814056,0.30153846740722656,0.6417582631111145,0.8400000333786011
325,184,0.6000000238418579,0.1877097636461258,0.3394535779953003,0.6153005957603455,0.8469945192337036
326,146,0.6000000238418579,0.21648018062114716,0.2827586233615875,0.6220690011978149,0.8813793063163757
327,187,0.5999999642372131,0.21281257271766663,0.29032257199287415,0.6451613306999207,0.8507526516914368
328,189,0.6000000238418579,0.20494063198566437,0.3017021417617798,0.6127659678459167,0.8689361214637756
329,184,0.6000000238418579,0.20783193409442902,0.2918032705783844,0.5956284403800964,0.8819671869277954
330,188,0.6000000238418579,0.2124386876821518,0.29411765933036804,0.6213903427124023,0.8823529481887817
331,184,0.6000000238418579,0.20274196565151215,0.30994537472724915,0.6240437030792236,0.8618578910827637
332,183,0.6000000238418579,0.2084845006465912,0.30153846740722656,0.6131868362426758,0.871648371219635
333,180,0.5999999642372131,0.20433929562568665,0.3059217929840088,0.6357542276382446,0.8370949625968933
334,176,0.6000000238418579,0.19469624757766724,0.3199999928474426,0.6205714344978333,0.849142849445343
335,184,0.6000000238418579,0.19733667373657227,0.2880874276161194,0.6240437626838684,0.8441529870033264
336,187,0.5999999642372131,0.2138560712337494,0.3006451725959778,0.6000000238418579,0.8920429944992065
337,180,0.6000000238418579,0.2047293782234192,0.2867039144039154,0.6000000238418579,0.8507262468338013
338,181,0.6000000238418579,0.21178682148456573,0.29555556178092957,0.6311110854148865,0.855555534362793
339,187,0.6000000238418579,0.20844081044197083,0.3015053868293762,0.6129032373428345,0.8615053296089172
340,184,0.6000000238418579,0.20423218607902527,0.32743170857429504,0.5978142023086548,0.8850273489952087
341,183,0.6000000238418579,0.19911611080169678,0.2865934371948242,0.6043956279754639,0.8593406677246094
342,188,0.6000000238418579,0.21707822382450104,0.28855615854263306,0.614973247051239,0.8870589137077332
343,168,0.6000000238418579,0.22039185464382172,0.28143712878227234,0.628742516040802,0.8673053979873657
344,182,0.6000000834465027,0.21290223300457,0.2886187732219696,0.6464088559150696,0.8711601495742798
345,189,0.6000000238418579,0.21367697417736053,0.2655319273471832,0.6425532102584839,0.8842552900314331
346,183,0.6000000238418579,0.21051537990570068,0.28175824880599976,0.6241758465766907,0.871648371219635
347,165,0.6000000238418579,0.2193695455789566,0.2926829159259796,0.6121951341629028,0.8892682790756226
348,191,0.6000000238418579,0.21899200975894928,0.2926315665245056,0.6357895135879517,0.884210467338562
349,173,0.5999999642372131,0.19499100744724274,0.28651162981987,0.6325581669807434,0.8316279053688049
350,184,0.6000000238418579,0.2144540697336197,0.31147539615631104,0.5934426188468933,0.8740983605384827
351,185,0.5999999642372131,0.20894336700439453,0.30695652961730957,0.593478262424469,0.8852173686027527
352,188,0.6000000834465027,0.21123641729354858,0.3024598956108093,0.6235294342041016,0.8864171504974365
353,185,0.5999999642372131,0.20941217243671417,0.2900000214576721,0.6434783339500427,0.8395651578903198
354,185,0.6000000238418579,0.20449282228946686,0.2991304397583008,0.604347825050354,0.870869517326355
355,187,0.5999999642372131,0.21628057956695557,0.29806452989578247,0.5913978219032288,0.8804301023483276
356,182,0.6000000238418579,0.1757992058992386,0.29127073287963867,0.6419889330863953,0.7916021943092346
357,183,0.6000000238418579,0.20926645398139954,0.30153846740722656,0.6087912321090698,0.8545055389404297
358,168,0.5999999642372131,0.20952118933200836,0.28502994775772095,0.6311377882957458,0.876886248588562
359,184,0.5999999642372131,0.21800144016742706,0.2880874276161194,0.5890710353851318,0.8747540712356567
360,190,0.6000000238418579,0.2134195864200592,0.31322750449180603,0.614814817905426,0.8647618889808655
361,182,0.5999999642372131,0.21784155070781708,0.27558013796806335,0.619889497756958,0.8917127251625061
362,184,0.5999999642372131,0.21664851903915405,0.3031694293022156,0.5956284403800964,0.8813114762306213
363,184,0.6000000238418579,0.1751781404018402,0.3293989300727844,0.6284152865409851,0.8209835886955261
364,181,0.5999999642372131,0.2036992609500885,0.3177777826786041,0.6044444441795349,0.8600000143051147
365,162,0.5999999642372131,0.20458193123340607,0.2822360396385193,0.634782612323761,0.8357763886451721
366,185,0.6000000238418579,0.21638187766075134,0.2769565284252167,0.615217387676239,0.8852173686027527
367,182,0.6000000238418579,0.21132522821426392,0.28839778900146484,0.6220994591712952,0.8583425283432007
368,177,0.6000000834465027,0.22002452611923218,0.28409090638160706,0.5954545736312866,0.8936363458633423
369,189,0.5999999642372131,0.22163160145282745,0.28893616795539856,0.5957446694374084,0.9068084359169006
370,185,0.6000000238418579,0.2048925906419754,0.30086958408355713,0.6195651888847351,0.863043487071991
371,181,0.5999999642372131,0.2205972671508789,0.2911111116409302,0.6155555844306946,0.8866666555404663
372,186,0.5999999642372131,0.20575468242168427,0.29621621966362,0.6194594502449036,0.8443243503570557
373,182,0.5999999642372131,0.20576347410678864,0.3007735013961792,0.5889503359794617,0.8777900338172913
374,184,0.6000000238418579,0.20951120555400848,0.2946448028087616,0.6306011080741882,0.8577048778533936
375,183,0.5999999642372131,0.2071099579334259,0.28175824880599976,0.6219780445098877,0.8637362718582153
376,188,0.6000000238418579,0.20964539051055908,0.284919798374176,0.6513368487358093,0.8491979241371155
377,177,0.6000000238418579,0.22003133594989777,0.3136363625526428,0.593181848526001,0.8949999809265137
378,174,0.6000000238418579,0.21968968212604523,0.2832369804382324,0.6161850094795227,0.8767629861831665
379,183,0.5999999642372131,0.15136228501796722,0.358681321144104,0.6373626589775085,0.7714285850524902
380,188,0.6000000238418579,0.2124837189912796,0.3105882406234741,0.6299465298652649,0.885133683681488
381,188,0.6000000238418579,0.21127949655056,0.28213903307914734,0.6064171195030212,0.8973261713981628
382,185,0.6000000238418579,0.2076542228460312,0.2917391359806061,0.626086950302124,0.873043417930603
383,182,0.5999999642372131,0.20963896811008453,0.2762431204319,0.6154696345329285,0.8559115529060364
384,182,0.6000000834465027,0.20212630927562714,0.3133701682090759,0.6331492066383362,0.8468507528305054
385,191,0.5999999642372131,0.20130346715450287,0.2905263304710388,0.6210526823997498,0.8526315689086914
386,183,0.6000000238418579,0.21965579688549042,0.28395605087280273,0.5978022217750549,0.9006593823432922
387,181,0.6000000238418579,0.20943216979503632,0.30222222208976746,0.6133333444595337,0.8644444346427917
388,184,0.6000000238418579,0.20580296218395233,0.320000022649765,0.6284152865409851,0.859453558921814
389,181,0.6000000238418579,0.20555348694324493,0.29555556178092957,0.644444465637207,0.8488888740539551
390,187,0.5999999642372131,0.20625640451908112,0.2946236729621887,0.6258065104484558,0.8688172101974487
391,186,0.5999999642372131,0.20488020777702332,0.32972973585128784,0.6064864993095398,0.8778378367424011
392,175,0.6000000238418579,0.18962301313877106,0.29563218355178833,0.6252873539924622,0.8188505172729492
393,184,0.5999999642372131,0.20558121800422668,0.3215300440788269,0.6131147742271423,0.8662294745445251
394,176,0.5999999642372131,0.20869389176368713,0.2777142822742462,0.5977143049240112,0.8674286007881165
395,185,0.5999999642372131,0.19901011884212494,0.3095652163028717,0.6304348111152649,0.8460869193077087
396,183,0.6000000238418579,0.16914699971675873,0.3498901128768921,0.593406617641449,0.825934112071991
397,183,0.6000000238418579,0.21614600718021393,0.2725274860858917,0.6219779849052429,0.8676923513412476
398,174,0.6000000238418579,0.2017189860343933,0.2769942283630371,0.6346821188926697,0.8344508409500122
399,190,0.6000000238418579,0.21526484191417694,0.3098412752151489,0.5851852297782898,0.9009523391723633
400,189,0.6000000238418579,0.21627570688724518,0.29319149255752563,0.6042553186416626,0.8795744776725769
401,188,0.6000000834465027,0.22099609673023224,0.29133689403533936,0.6021390557289124,0.9071657657623291
402,181,0.5999999642372131,0.20286817848682404,0.3333333432674408,0.6088889241218567,0.8688889145851135
403,191,0.6000000238418579,0.2144249528646469,0.2926315665245056,0.6168421506881714,0.87578946352005
404,182,0.6000000238418579,0.21545074880123138,0.3018784523010254,0.6066298484802246,0.8872928023338318
405,186,0.6000000238418579,0.21186493337154388,0.31567567586898804,0.6086487174034119,0.8724324107170105
406,188,0.5999999642372131,0.2141042798757553,0.2949732542037964,0.6299465298652649,0.9058823585510254
407,183,0.6000000238418579,0.22059178352355957,0.2571428716182709,0.6000000238418579,0.8879120945930481
408,186,0.5999999642372131,0.22386664152145386,0.2843243479728699,0.6172972917556763,0.9037837982177734
409,181,0.5999999642372131,0.2093716412782669,0.3155555725097656,0.6000000238418579,0.8666666746139526
410,184,0.6000000238418579,0.2122051864862442,0.2800000011920929,0.6196721792221069,0.8616393208503723
411,189,0.6000000238418579,0.21822810173034668,0.27659574151039124,0.6021276712417603,0.8936170339584351
412,184,0.6000000238418579,0.21489079296588898,0.31147539615631104,0.6240437626838684,0.8719125986099243
413,167,0.6000000238418579,0.206742063164711,0.2838554084300995,0.6096385717391968,0.8607227802276611
414,188,0.5999999642372131,0.20116794109344482,0.34802141785621643,0.585026741027832,0.8656684756278992
415,185,0.6000000238418579,0.21205829083919525,0.3430434763431549,0.5760869383811951,0.8839130401611328
416,179,0.6000000238418579,0.2115318924188614,0.28314608335494995,0.6359550356864929,0.8723595142364502
417,190,0.6000000238418579,0.21786081790924072,0.29079365730285645,0.6296296119689941,0.8859258890151978
418,187,0.6000000238418579,0.209061861038208,0.31569892168045044,0.6172043085098267,0.8709676861763
419,187,0.5999999642372131,0.20891088247299194,0.3032258152961731,0.6150537729263306,0.8825806379318237
420,190,0.5999999642372131,0.1974702626466751,0.3263492286205292,0.6169312000274658,0.8480423092842102
421,155,0.6000000238418579,0.21275877952575684,0.28415584564208984,0.649350643157959,0.8561038374900818
422,190,0.5999999642372131,0.2094632238149643,0.3346031904220581,0.6000000238418579,0.9073015451431274
423,189,0.5999999642372131,0.2033892422914505,0.3034042418003082,0.6404255628585815,0.8536170125007629
424,99,0.5999999642372131,0.2159009724855423,0.29469388723373413,0.6326530575752258,0.8661224246025085
425,184,0.6000000238418579,0.21934424340724945,0.2808743119239807,0.6262295246124268,0.8907103538513184
426,189,0.5999999642372131,0.1907011866569519,0.3080851137638092,0.6127659678459167,0.8476595878601074
427,185,0.6000000238418579,0.20144706964492798,0.32913047075271606,0.584782600402832,0.873043417930603
428,185,0.6000000238418579,0.21463827788829803,0.3052173852920532,0.602173924446106,0.8860869407653809
429,184,0.6000000238418579,0.2045358121395111,0.30710381269454956,0.6153005957603455,0.8754098415374756
430,184,0.6000000238418579,0.21757228672504425,0.2815300524234772,0.6087431907653809,0.8872131705284119
431,187,0.5999999642372131,0.21189622581005096,0.2851612865924835,0.6344086527824402,0.8696774244308472
432,188,0.6000000238418579,0.20653994381427765,0.3108021318912506,0.6042780876159668,0.8735828995704651
433,188,0.5999999642372131,0.21711450815200806,0.2986096143722534,0.5914438962936401,0.9013904333114624
434,182,0.5999999642372131,0.21118856966495514,0.2819889485836029,0.6375690698623657,0.8649723529815674
435,191,0.5999999642372131,0.21452762186527252,0.2926315665245056,0.6084210276603699,0.8736842274665833
436,186,0.5999999642372131,0.2037440687417984,0.3048648536205292,0.6086487174034119,0.8724324703216553
437,183,0.6000000238418579,0.2133871465921402,0.2879121005535126,0.6395604014396667,0.8786813616752625
438,186,0.5999999642372131,0.22249455749988556,0.3027026951313019,0.6021621823310852,0.8994594812393188
439,190,0.6000000238418579,0.1817820519208908,0.30560845136642456,0.6211640238761902,0.8328042030334473
440,188,0.6000000834465027,0.21279877424240112,0.2909091114997864,0.6128342151641846,0.8808556199073792
441,182,0.5999999642372131,0.2159070074558258,0.29745855927467346,0.6132597327232361,0.8872928023338318
442,186,0.5999999642372131,0.2132577747106552,0.28648650646209717,0.5978378653526306,0.8767567873001099
443,171,0.5999999642372131,0.2010830044746399,0.29411765933036804,0.6235294342041016,0.8447058796882629
444,181,0.6000000238418579,0.21103546023368835,0.2800000011920929,0.648888885974884,0.8533333539962769
445,187,0.5999999642372131,0.2123873233795166,0.3101075291633606,0.6064516305923462,0.8731182813644409
446,185,0.6000000238418579,0.1859748214483261,0.3478260934352875,0.6065217852592468,0.8360869288444519
447,191,0.6000000238418579,0.2081112414598465,0.324210524559021,0.6147368550300598,0.8842105269432068
448,186,0.6000000834465027,0.21808373928070068,0.3145945966243744,0.6281081438064575,0.8702702522277832
449,187,0.5999999642372131,0.21793217957019806,0.2924731373786926,0.625806450843811,0.8855913877487183
450,183,0.6000000238418579,0.22010301053524017,0.26241761445999146,0.6153846383094788,0.8791208863258362
451,182,0.5999999642372131,0.20369333028793335,0.2824309468269348,0.6088398098945618,0.8603314161300659
452,183,0.6000000238418579,0.2099614441394806,0.29054948687553406,0.6000000238418579,0.8751648664474487
453,181,0.6000000238418579,0.21619048714637756,0.2888889014720917,0.644444465637207,0.8666666746139526
454,183,0.6000000238418579,0.22193855047225952,0.30109891295433044,0.6043955683708191,0.8923077583312988
455,188,0.6000000834465027,0.21738244593143463,0.27508023381233215,0.6000000238418579,0.9001069664955139
456,185,0.6000000238418579,0.21179190278053284,0.31130433082580566,0.5891304612159729,0.8999999761581421
457,186,0.5999999642372131,0.2026284784078598,0.28864866495132446,0.6324324011802673,0.8627027273178101
458,191,0.6000000238418579,0.20777268707752228,0.3052631616592407,0.5957894921302795,0.8715789318084717
459,191,0.5999999642372131,0.21199102699756622,0.31368422508239746,0.6063157916069031,0.890526294708252
460,189,0.6000000238418579,0.21464213728904724,0.2817021310329437,0.6234042644500732,0.8855319023132324
461,181,0.6000000238418579,0.21240383386611938,0.273333340883255,0.6266667246818542,0.8622221946716309
462,187,0.5999999642372131,0.19031548500061035,0.30666667222976685,0.6129032373428345,0.841720461845398
463,191,0.6000000834465027,0.2063494771718979,0.3136841952800751,0.6210526823997498,0.8821052312850952
464,181,0.6000000238418579,0.22189432382583618,0.30000001192092896,0.6266666650772095,0.8977777361869812
465,184,0.6000000238418579,0.20364676415920258,0.3044809103012085,0.6393442749977112,0.8528962135314941
466,184,0.5999999642372131,0.20599113404750824,0.3149726986885071,0.6109289526939392,0.8688524961471558
467,72,0.6000000834465027,0.20502664148807526,0.2867605686187744,0.6732394099235535,0.8191549181938171
468,184,0.6000000238418579,0.2188383936882019,0.2832787036895752,0.6065573692321777,0.8977048993110657
469,185,0.6000000238418579,0.1950734406709671,0.2986956536769867,0.623913049697876,0.810869574546814
470,166,0.6000000238418579,0.1959388256072998,0.3163636326789856,0.6315151453018188,0.8278788328170776
471,184,0.6000000238418579,0.20958197116851807,0.2961748540401459,0.6677595973014832,0.8491803407669067
472,183,0.6000000238418579,0.20355087518692017,0.28395605087280273,0.6263736486434937,0.8492308259010315
473,190,0.6000000238418579,0.20749947428703308,0.2867724895477295,0.6275132298469543,0.8645502328872681
474,191,0.5999999642372131,0.1930343210697174,0.3263157904148102,0.6336842179298401,0.8399999737739563
475,186,0.6000000238418579,0.2035619020462036,0.29081082344055176,0.6172972917556763,0.8778378963470459
476,180,0.6000000238418579,0.20320723950862885,0.28201115131378174,0.626815676689148,0.8397765159606934
477,181,0.5999999642372131,0.19173355400562286,0.30444443225860596,0.6511111259460449,0.8177777528762817
478,185,0.6000000834465027,0.2129851132631302,0.3104347884654999,0.6173912882804871,0.8686956167221069
479,163,0.5999999642372131,0.21606884896755219,0.27703702449798584,0.614814817905426,0.8592592477798462
480,185,0.6000000238418579,0.20536676049232483,0.2917391359806061,0.6108695864677429,0.8673912882804871
481,177,0.6000000238418579,0.21302677690982819,0.30772727727890015,0.6022726893424988,0.8799999356269836
482,186,0.6000000238418579,0.20378771424293518,0.29945945739746094,0.6216216087341309,0.8497297763824463
483,164,0.6000000834465027,0.19337454438209534,0.29570552706718445,0.6196319460868835,0.8429448008537292
484,186,0.5999999642372131,0.1987876445055008,0.3167567551136017,0.617297351360321,0.8454054594039917
485,189,0.6000000238418579,0.2121981978416443,0.28893619775772095,0.6319149136543274,0.871063768863678
486,185,0.6000000238418579,0.19813095033168793,0.2843478322029114,0.6391304135322571,0.8321738243103027
487,168,0.6000000238418579,0.20791690051555634,0.2766467034816742,0.6311377286911011,0.8546107411384583
488,183,0.6000000238418579,0.19730283319950104,0.2857142984867096,0.6263736486434937,0.8382417559623718
489,170,0.6000000238418579,0.20822927355766296,0.29940828680992126,0.6236686706542969,0.8608283400535583
490,182,0.6000000238418579,0.20580975711345673,0.30453038215637207,0.591160237789154,0.8738121390342712
491,183,0.6000000238418579,0.21676385402679443,0.2967033088207245,0.6197802424430847,0.8874725699424744
492,182,0.5999999642372131,0.20490998029708862,0.33569061756134033,0.6132596731185913,0.8797789812088013
493,186,0.6000000238418579,0.20536264777183533,0.28864866495132446,0.6064864993095398,0.8659459352493286
494,180,0.5999999642372131,0.2244941145181656,0.29363128542900085,0.5910614728927612,0.9021228551864624
495,189,0.6000000238418579,0.21379785239696503,0.2978723645210266,0.6404255628585815,0.860850989818573
496,179,0.6000000238418579,0.2203041911125183,0.30112358927726746,0.5797752737998962,0.9074157476425171
497,184,0.5999999642372131,0.21359285712242126,0.28590163588523865,0.6262295246124268,0.8944262266159058
498,184,0.5999999642372131,0.20598047971725464,0.2968306243419647,0.6131147742271423,0.8581420183181763
499,184,0.6000000238418579,0.17759254574775696,0.34863388538360596,0.6087431907653809,0.8229508399963379
