original_label,sample_count,oof_accuracy,mean_p_original,mean_quality,mean_soft_weight,low_weight_fraction
329,184,0.7065217391304348,0.5721064,0.5182065231705327,0.6627445662193729,0.16304347826086957
330,188,0.9414893617021277,0.9060386,0.651861703445382,0.7563031924117672,0.09574468085106383
331,183,0.6065573770491803,0.4547408,0.5013661217412662,0.6509562852188863,0.273224043715847
332,183,0.7704918032786885,0.63975096,0.5535519141235639,0.6874863398864945,0.1912568306010929
333,180,0.37777777777777777,0.30882657,0.49986111240461467,0.6499027786832302,0.19444444444444445
334,174,0.6264367816091954,0.52149355,0.4910919551213069,0.6437643685849147,0.25287356321839083
335,184,0.7934782608695652,0.6665179,0.5255434795748443,0.6678804357023909,0.23369565217391305
336,187,0.6524064171122995,0.5458651,0.5298128357645184,0.6708689850351628,0.22994652406417113
337,179,0.25139664804469275,0.18972433,0.44189944176742146,0.609329609237195,0.2681564245810056
338,181,0.35359116022099446,0.31842792,0.45469613325324176,0.6182872932772692,0.30386740331491713
339,187,0.8609625668449198,0.82157874,0.6179144403553583,0.7325401082487507,0.15508021390374332
340,184,0.7608695652173914,0.64311016,0.5277173927701686,0.6694021749391179,0.18478260869565216
341,183,0.8360655737704918,0.76000285,0.5890710404091846,0.7123497282864292,0.17486338797814208
342,188,0.6063829787234043,0.508049,0.49002659673148646,0.6430186177120405,0.2765957446808511
343,165,0.6181818181818182,0.47443113,0.525000001481085,0.6675000010367595,0.21212121212121213
344,182,0.3901098901098901,0.30362374,0.46923077016209186,0.6284615391134643,0.22527472527472528
345,189,0.7619047619047619,0.7086695,0.5628306896085777,0.6939814827260044,0.17989417989417988
346,183,0.9344262295081968,0.9248641,0.670491804671092,0.7693442632697644,0.07103825136612021
347,162,0.29012345679012347,0.24437088,0.46496913657972105,0.6254783956058048,0.2716049382716049
348,191,0.743455497382199,0.67463213,0.5379581165933952,0.6765706816153766,0.23036649214659685
349,171,0.4327485380116959,0.3514755,0.47953216445071306,0.635672515115499,0.25146198830409355
350,184,0.7336956521739131,0.66092235,0.5263586973467761,0.6684510881427432,0.21739130434782608
351,185,0.8864864864864865,0.8159833,0.5967567591046965,0.7177297313732874,0.12972972972972974
352,188,0.8617021276595744,0.7960948,0.6412234072494222,0.7488563850745954,0.0851063829787234
353,184,0.6467391304347826,0.5376567,0.5091032622483276,0.6563722835738293,0.1956521739130435
354,184,0.8858695652173914,0.7713055,0.5779891323257723,0.7045923926280406,0.14130434782608695
355,187,0.9358288770053476,0.90819466,0.6606951882395355,0.7624866317676748,0.0855614973262032
356,182,0.8956043956043956,0.8111531,0.6041208815464115,0.722884617082488,0.11538461538461539
357,183,0.7213114754098361,0.6404491,0.5408469961111337,0.6785928972777936,0.20218579234972678
358,163,0.4539877300613497,0.3686695,0.47730061463508866,0.634110430244562,0.26380368098159507
359,184,0.8586956521739131,0.78528136,0.5895380458855273,0.7126766321198691,0.16304347826086957
360,190,0.7631578947368421,0.70042574,0.5790789490722512,0.7053552643505758,0.20526315789473684
361,182,0.6703296703296703,0.57485646,0.5306318693374703,0.6714423085362292,0.23626373626373626
362,184,0.9130434782608695,0.85457146,0.6235054361269526,0.7364538052888668,0.125
363,184,0.6304347826086957,0.558919,0.5282608708751428,0.6697826096125999,0.17391304347826086
364,181,0.49171270718232046,0.381399,0.4682320452218062,0.6277624316552644,0.22099447513812154
365,158,0.34177215189873417,0.27318743,0.45648734230736765,0.6195411396151573,0.22151898734177214
366,184,0.8152173913043478,0.6826205,0.5555706539029337,0.6888994577320535,0.17391304347826086
367,182,0.8241758241758241,0.7460542,0.5696428591221735,0.6987500013855213,0.1813186813186813
368,177,0.6384180790960452,0.59433067,0.5137005661777352,0.6595903963244146,0.2598870056497175
369,189,0.6243386243386243,0.5019896,0.5171957683961385,0.662037037877297,0.24338624338624337
370,185,0.8378378378378378,0.8068216,0.5878378399703148,0.7114864879792203,0.17297297297297298
371,181,0.6906077348066298,0.62878704,0.5261049738740394,0.6682734817118275,0.24861878453038674
372,186,0.8279569892473119,0.7373395,0.5728494644185067,0.7009946250929546,0.1774193548387097
373,182,0.6428571428571429,0.5417142,0.5302197819411918,0.6711538473588342,0.19230769230769232
374,184,0.8043478260869565,0.74689037,0.5709239152057662,0.6996467406440364,0.20652173913043478
375,183,0.7213114754098361,0.6038661,0.5383879798154035,0.6768715858707826,0.18032786885245902
376,188,0.7021276595744681,0.5716369,0.5106382992475275,0.6574468094732691,0.23404255319148937
377,177,0.5310734463276836,0.4643858,0.5131355945231382,0.6591949161661967,0.2542372881355932
378,174,0.5632183908045977,0.4516894,0.4890804607228472,0.642356322505993,0.28160919540229884
379,182,0.34615384615384615,0.3064262,0.4924450556839724,0.6447115389787806,0.22527472527472528
380,188,0.6436170212765957,0.55602527,0.5292553206132923,0.6704787244293046,0.2074468085106383
381,188,0.7925531914893617,0.6846004,0.5687500018646268,0.6981250013052386,0.20212765957446807
382,185,0.8216216216216217,0.7427646,0.5531081100009583,0.6871756770006708,0.16756756756756758
383,181,0.5193370165745856,0.42314604,0.5113259679931138,0.6579281775951796,0.23756906077348067
384,182,0.8351648351648352,0.74663794,0.5542582438112451,0.6879807706678716,0.17032967032967034
385,191,0.8167539267015707,0.6705709,0.5424083784710206,0.6796858649297144,0.17277486910994763
386,183,0.5081967213114754,0.3754405,0.4741803288093355,0.6319262301665349,0.28415300546448086
387,181,0.6685082872928176,0.5009146,0.5013812168424137,0.6509668517896895,0.22099447513812154
388,184,0.5489130434782609,0.43366602,0.508831523121942,0.6561820661853593,0.22282608695652173
389,182,0.6428571428571429,0.56115633,0.5175824187061452,0.6623076930943016,0.24175824175824176
390,187,0.7058823529411765,0.5833781,0.5340909107164903,0.6738636375015432,0.22459893048128343
391,186,0.8172043010752689,0.7463684,0.5798387118925651,0.7058870983247955,0.13978494623655913
392,173,0.4682080924855491,0.38222125,0.4919075154737068,0.6443352608315948,0.24277456647398843
393,184,0.8967391304347826,0.84994894,0.6149456539373521,0.7304619577561465,0.14130434782608695
394,174,0.25287356321839083,0.20352763,0.4377873566536896,0.6064511496575827,0.26436781609195403
395,185,0.9027027027027027,0.83088493,0.5985135158211798,0.7189594610748259,0.15135135135135136
396,183,0.30601092896174864,0.24311264,0.44986338866416553,0.6149043720649158,0.2459016393442623
397,183,0.6939890710382514,0.5876414,0.5482240454828153,0.6837568318379706,0.1912568306010929
