epoch,train_loss,train_accuracy,train_feature_drift,train_cached_forward_fraction,projection_count,train_elr_regularization,train_elr_weight,raw_micro,raw_macro,trusted_micro,trusted_macro,proxy_micro,proxy_macro,clean_core_micro,clean_core_macro,clean_core_samples,flip_prediction_agreement,mean_feature_drift,selector,head_lr,visual_lr
1,0.31575818198985633,0.7817643511157409,0.03217832705412356,0.0,0,0.0,0.0,0.6967641711235046,0.6968238353729248,0.810627818107605,0.8079184889793396,0.7963775396347046,0.7938764095306396,0.829971969127655,0.8290776014328003,7140,0.8775430917739868,0.0022884011268615723,0.829971969127655,5e-05,2e-05
2,0.30630017209127547,0.7815450408465376,0.03310259417670816,0.0,0,0.0,0.0,0.6970548629760742,0.6971428394317627,0.81193608045578,0.808932363986969,0.7975525856018066,0.7945465445518494,0.8315126299858093,0.8307401537895203,7140,0.8769618272781372,0.0032101869583129883,0.8315126299858093,4.527317061077995e-05,1.8109268244311982e-05
3,0.30211911033846134,0.7815340753330775,0.03302896599790769,0.0,0,0.0,0.0,0.6957954168319702,0.6958999633789062,0.8110420107841492,0.8080480694770813,0.7970292568206787,0.7938919067382812,0.8305321931838989,0.8296745419502258,7140,0.8804495334625244,0.0033676624298095703,0.8305321931838989,3.289817061077995e-05,1.315926824431198e-05
4,0.3001302312955606,0.7816766270080596,0.03296536316937787,0.0,0,0.0,0.0,0.696086049079895,0.6961619853973389,0.8121495842933655,0.8088890910148621,0.7981314659118652,0.7948353290557861,0.831932783126831,0.8307002186775208,7140,0.8817089796066284,0.003596782684326172,0.831932783126831,1.7601829389220053e-05,7.0407317556880214e-06
5,0.29821289509912285,0.7832775919732441,0.03306065174341006,0.0,0,0.0,0.0,0.696182906627655,0.6962761878967285,0.8118637204170227,0.8085906505584717,0.7977160811424255,0.7945099472999573,0.8313725590705872,0.8302437663078308,7140,0.880933940410614,0.0035930871963500977,0.8313725590705872,5.2268293892200535e-06,2.0907317556880214e-06
6,0.29812465158724016,0.7832556609463238,0.033016405839447885,0.0,0,0.0,0.0,0.696279764175415,0.6963667273521423,0.8123049139976501,0.8089836835861206,0.7980244755744934,0.794704020023346,0.8320728540420532,0.830907940864563,7140,0.8814183473587036,0.0035831332206726074,0.8320728540420532,5.000000000000001e-07,2.0000000000000002e-07
