label,val_samples,train_samples,drift,ft_recall,lp_recall,delta_recall
443,17,152,0.02699146606,0.8823529482,0.8823529482,0
444,19,173,0.02837484144,0.947368443,0.947368443,0
445,20,176,0.03957086802,0.8000000119,0.75,0.05000001192
446,23,205,0.04593034834,0.6956521869,0.5217391253,0.1739130616
447,19,175,0.03127319738,1,0.947368443,0.05263155699
448,24,221,0.03851855919,0.875,0.75,0.125
449,20,178,0.02705768868,1,0.8500000238,0.1499999762
450,24,218,0.047283981,0.5833333135,0.5833333135,0
451,24,214,0.0485089235,0.5833333135,0.5416666865,0.04166662693
452,18,161,0.03310557082,0.777777791,0.6666666865,0.1111111045
453,18,161,0.04105203226,0.8333333135,0.6666666865,0.1666666269
454,23,210,0.04102950171,0.7826086879,0.6521739364,0.1304347515
455,19,174,0.02172366902,0.947368443,0.7894737124,0.1578947306
456,24,218,0.04849042371,0.5416666865,0.2916666567,0.2500000298
457,25,215,0.0509634167,0.7200000286,0.6800000072,0.04000002146
458,14,125,0.03419408947,0.571428597,0.5,0.07142859697
459,19,165,0.04279624298,0.7894737124,0.6315789223,0.1578947902
460,23,209,0.02809971012,0.6956521869,0.5652173758,0.1304348111
461,22,195,0.02730307169,0.9090909362,0.7727272511,0.1363636851
462,23,208,0.04133664072,0.9565217495,0.8695651889,0.08695656061
463,22,195,0.04486135766,0.5909090638,0.5,0.09090906382
464,18,165,0.0501273647,0.6666666865,0.6111111045,0.05555558205
465,20,176,0.02481019497,0.9499999881,1,-0.05000001192
466,22,195,0.03683695197,0.7727272511,0.6818181872,0.09090906382
467,20,175,0.05016713217,0.200000003,0.200000003,0
468,22,196,0.0244093705,1,0.9545454383,0.04545456171
469,23,209,0.0402999334,0.8260869384,0.4347825944,0.3913043439
470,20,177,0.0407830216,0.8999999762,0.8999999762,0
471,21,193,0.05088250339,0.7619047761,0.5238095522,0.2380952239
472,24,218,0.02904769778,0.7916666865,0.75,0.04166668653
473,24,211,0.0398507528,0.5833333135,0.5,0.08333331347
474,16,147,0.03278626129,0.875,0.625,0.25
475,19,173,0.04335318506,0.3684210479,0.1578947306,0.2105263174
476,22,195,0.04383938387,0.9090909362,0.6363636255,0.2727273107
477,20,178,0.03279582411,0.8999999762,0.8500000238,0.04999995232
478,22,195,0.04778508842,0.8181818128,0.6363636255,0.1818181872
479,18,167,0.03382254019,0.8333333135,0.555555582,0.2777777314
480,16,143,0.03341797367,0.875,0.875,0
481,18,166,0.02639555,0.777777791,0.777777791,0
482,23,205,0.04656946287,0.5217391253,0.4782608747,0.0434782505
483,25,222,0.05214745551,0.4799999893,0.2399999946,0.2399999946
484,24,213,0.03990400955,0.5833333135,0.3333333433,0.2499999702
485,20,179,0.04214537889,0.400000006,0.25,0.150000006
486,19,171,0.02609195188,0.8421052694,0.7894737124,0.05263155699
487,16,145,0.05202079192,0.5,0.375,0.125
488,19,171,0.0341036655,0.8421052694,0.8421052694,0
489,19,174,0.02543898299,0.947368443,0.947368443,0
490,18,162,0.04920013994,0.5,0.277777791,0.222222209
491,23,203,0.03892559186,0.6086956263,0.5217391253,0.08695650101
492,23,207,0.05502132699,0.6521739364,0.2608695626,0.3913043737
493,22,191,0.05606368929,0.7727272511,0.5,0.2727272511
494,22,201,0.02817831002,0.9090909362,0.8181818128,0.09090912342
495,19,169,0.04124421999,0.5263158083,0.5263158083,0
496,24,219,0.02442303859,0.7916666865,0.7916666865,0
497,18,166,0.03417120874,0.944444418,0.6666666865,0.2777777314
498,13,116,0.03755396232,0.9230769277,0.769230783,0.1538461447
499,23,211,0.04137905687,0.913043499,0.8695651889,0.04347831011
500,23,212,0.04134535044,0.3913043439,0.3913043439,0
501,19,171,0.0504973717,0.8947368264,0.7894737124,0.105263114
502,24,219,0.04469026998,0.5833333135,0.5833333135,0
503,19,173,0.04718573764,0.8947368264,0.8421052694,0.05263155699
504,23,209,0.037253391,0.2173912972,0.1739130467,0.0434782505
505,18,164,0.03172889724,0.8333333135,0.8888888955,-0.05555558205
506,22,197,0.0356942527,0.8181818128,0.7272727489,0.09090906382
507,16,142,0.0270713456,0.9375,0.8125,0.125
508,17,157,0.0559877567,0.7647058964,0.4117647111,0.3529411852
509,24,217,0.04219402373,0.7916666865,0.7083333135,0.08333337307
510,22,202,0.03092922643,0.9090909362,0.7727272511,0.1363636851
511,16,145,0.03477595747,0.8125,0.8125,0
512,17,155,0.02262012102,1,1,0
513,23,205,0.02176583,0.913043499,0.8695651889,0.04347831011
514,18,167,0.0349124521,0.8888888955,0.777777791,0.1111111045
515,15,139,0.0214006789,0.9333333373,0.9333333373,0
516,19,172,0.04234879091,0.5789473653,0.5789473653,0
517,18,159,0.04408495873,0.777777791,0.6111111045,0.1666666865
518,19,167,0.04257107154,0.8421052694,0.7894737124,0.05263155699
519,22,197,0.02887399867,0.8636363745,0.6818181872,0.1818181872
520,23,206,0.0269530341,0.913043499,0.8695651889,0.04347831011
521,20,178,0.02704133466,0.8999999762,0.8999999762,0
522,23,204,0.03817512095,0.5652173758,0.5217391253,0.0434782505
523,22,193,0.04372159764,0.9090909362,0.7727272511,0.1363636851
524,19,175,0.04196120426,0.6315789223,0.5263158083,0.105263114
525,24,215,0.05128755048,0.4166666567,0.3333333433,0.08333331347
526,19,172,0.04842044413,0.5789473653,0.3157894611,0.2631579041
527,17,150,0.03420231864,0.9411764741,0.8235294223,0.1176470518
528,22,196,0.04501014948,0.6818181872,0.5,0.1818181872
529,16,142,0.02845832705,0.625,0.5625,0.0625
530,23,204,0.04631525651,0.7826086879,0.6956521869,0.08695650101
531,24,206,0.05121497437,0.7083333135,0.6666666865,0.04166662693
532,23,209,0.02823042311,0.7826086879,0.7391304374,0.0434782505
533,18,162,0.05371404812,0.6666666865,0.3333333433,0.3333333433
534,22,202,0.04106412828,0.7727272511,0.6818181872,0.09090906382
535,16,143,0.04416531324,0.0625,0.125,-0.0625
536,25,221,0.03705377132,0.8399999738,0.7599999905,0.07999998331
537,18,166,0.04067734629,0.555555582,0.3333333433,0.2222222388
538,23,204,0.05009709299,0.5217391253,0.3478260934,0.1739130318
539,17,153,0.04099981487,0.6470588446,0.5294117928,0.1176470518
540,24,219,0.04841259122,0.6666666865,0.5416666865,0.125
541,24,219,0.03467641398,0.7083333135,0.7083333135,0
542,23,206,0.03819783404,0.8260869384,0.8260869384,0
543,23,203,0.04529198259,0.3043478131,0.3043478131,0
544,17,149,0.05034027249,0.5882353187,0.4117647111,0.1764706075
545,16,140,0.03660264984,0.5,0.4375,0.0625
546,24,216,0.04146229103,0.9166666865,0.8333333135,0.08333337307
547,23,200,0.02892333455,0.8260869384,0.7826086879,0.0434782505
548,16,148,0.04396073893,0.5625,0.5625,0
549,20,179,0.02337463573,0.9499999881,0.9499999881,0
550,17,149,0.03703405708,0.1176470593,0.05882352963,0.05882352963
551,22,203,0.03755285591,0.7272727489,0.5909090638,0.1363636851
552,17,157,0.0401962772,0.7058823705,0.7647058964,-0.05882352591
553,23,208,0.03311328217,1,1,0
554,23,206,0.03923987597,0.7826086879,0.6956521869,0.08695650101
555,6,59,0.03171471879,0.1666666716,0.1666666716,0
556,17,149,0.04632797465,0.8823529482,0.7647058964,0.1176470518
557,17,144,0.03749784827,0.8235294223,0.8235294223,0
558,20,180,0.0395687148,0.8000000119,0.6999999881,0.1000000238
559,16,148,0.0500032641,0.75,0.6875,0.0625
560,21,194,0.04728397354,0.571428597,0.5238095522,0.04761904478
561,21,179,0.04474558681,0.190476194,0.09523809701,0.09523809701
562,18,166,0.04297761992,0.8333333135,0.777777791,0.05555552244
563,18,163,0.02125412226,0.8333333135,0.777777791,0.05555552244
564,18,158,0.03235562146,0.8333333135,0.777777791,0.05555552244
565,24,221,0.04525874183,0.7083333135,0.625,0.08333331347
566,20,177,0.04315853119,0.8999999762,0.6999999881,0.1999999881
567,20,178,0.02807158232,0.5500000119,0.5,0.05000001192
568,24,218,0.02970840968,0.8333333135,0.75,0.08333331347
569,24,215,0.0433151722,0.6666666865,0.4166666567,0.2500000298
570,19,174,0.03928155079,0.8947368264,0.7894737124,0.105263114
571,23,212,0.04440044239,0.7826086879,0.5652173758,0.2173913121
572,17,152,0.0144941071,1,1,0
573,15,137,0.02753406391,0.9333333373,0.7333333492,0.1999999881
574,22,204,0.05360031128,0.5,0.4090909064,0.09090909362
575,18,162,0.03365850449,0.777777791,0.6666666865,0.1111111045
576,23,208,0.03438878804,0.8695651889,0.7391304374,0.1304347515
577,19,174,0.03725011274,0.8421052694,0.8421052694,0
578,17,152,0.03382419422,1,1,0
579,18,163,0.04449810088,0.8333333135,0.6666666865,0.1666666269
580,22,193,0.03518752754,0.9090909362,0.7727272511,0.1363636851
581,15,139,0.02857710049,0.8000000119,0.7333333492,0.06666666269
582,23,207,0.03627882153,0.8695651889,0.8260869384,0.0434782505
583,19,171,0.04609905556,0.6842105389,0.5263158083,0.1578947306
584,24,214,0.04467860982,0.6666666865,0.625,0.04166668653
585,17,149,0.04135078564,0.5882353187,0.5294117928,0.05882352591
586,18,163,0.04525996372,0.8888888955,0.8333333135,0.05555558205
587,23,210,0.04483042657,0.6086956263,0.6086956263,0
588,18,167,0.04493811354,0.777777791,0.6666666865,0.1111111045
589,5,44,0.03802014515,0,0,0
590,15,139,0.02589716204,0.8666666746,0.8666666746,0
591,23,209,0.0481938608,0.8260869384,0.6521739364,0.173913002
592,18,165,0.05579237267,0.8333333135,0.4444444478,0.3888888657
593,17,156,0.04371356964,0.8235294223,0.7647058964,0.05882352591
594,21,193,0.03250225261,0.190476194,0.04761904851,0.1428571455
595,25,223,0.04068668187,0.8399999738,0.6800000072,0.1599999666
596,23,207,0.03791477159,0.5652173758,0.4782608747,0.08695650101
597,15,137,0.04443408176,0.6000000238,0.4666666687,0.1333333552
598,22,197,0.05042959377,0.7727272511,0.3636363745,0.4090908766
599,17,153,0.05516949296,0.5294117928,0.3529411852,0.1764706075
600,24,219,0.03347786143,0.9583333135,0.9166666865,0.04166662693
601,23,211,0.05069197714,0.5652173758,0.3478260934,0.2173912823
602,22,199,0.05740827695,0.8636363745,0.6818181872,0.1818181872
603,23,203,0.04447666556,0.1739130467,0.1739130467,0
604,24,214,0.04654816911,0.25,0.125,0.125
605,18,159,0.03532927856,0.6666666865,0.555555582,0.1111111045
606,18,154,0.04333899915,0.1666666716,0.05555555597,0.1111111157
607,19,168,0.03977089003,0.7894737124,0.6315789223,0.1578947902
608,25,223,0.03088235296,0.9200000167,0.8799999952,0.04000002146
609,24,213,0.04059966281,0.75,0.75,0
610,25,222,0.04146938026,0.7200000286,0.6000000238,0.1200000048
611,15,135,0.05344418809,0.2666666806,0.400000006,-0.1333333254
612,23,208,0.04216294363,0.4782608747,0.3478260934,0.1304347813
613,19,172,0.0463225767,0.5789473653,0.4210526347,0.1578947306
614,23,203,0.04091476277,0.6521739364,0.6521739364,0
615,24,213,0.03247044235,0.7916666865,0.6666666865,0.125
616,20,176,0.03876038641,0.75,0.5500000119,0.1999999881
617,16,141,0.03561841324,0.6875,0.6875,0
618,22,197,0.02212366648,0.8181818128,0.8636363745,-0.04545456171
619,24,216,0.0353644453,0.6666666865,0.625,0.04166668653
620,15,137,0.03818149865,0.8000000119,0.8000000119,0
621,16,141,0.04246660694,0.6875,0.5625,0.125
622,23,205,0.017423857,0.9565217495,0.913043499,0.0434782505
623,19,168,0.02490345389,0.8947368264,0.7894737124,0.105263114
624,22,198,0.01801281609,0.9545454383,0.9090909362,0.04545450211
625,18,162,0.04612129927,0.8333333135,0.5,0.3333333135
626,19,169,0.04000911489,0.6315789223,0.5263158083,0.105263114
627,15,135,0.05284048244,0.400000006,0.200000003,0.200000003
628,15,139,0.03621438891,0.6666666865,0.6000000238,0.06666666269
629,21,192,0.0482843779,0.7142857313,0.6666666865,0.04761904478
630,22,195,0.03360899165,1,1,0
631,24,220,0.03196772933,0.9583333135,0.9166666865,0.04166662693
632,18,157,0.05141445249,0.6666666865,0.555555582,0.1111111045
633,19,170,0.04465809092,0.6842105389,0.5789473653,0.1052631736
634,18,164,0.03202314675,0.8333333135,0.722222209,0.1111111045
635,18,163,0.038401559,0.555555582,0.3888888955,0.1666666865
636,18,167,0.04469608888,0.722222209,0.722222209,0
637,18,165,0.04748497531,0.1666666716,0.05555555597,0.1111111157
638,21,199,0.02600729838,0.9523809552,0.9047619104,0.04761904478
639,23,203,0.04192372411,0.7826086879,0.7391304374,0.0434782505
640,20,176,0.04017118365,0.150000006,0,0.150000006
641,18,165,0.04392617196,0.777777791,0.5,0.277777791
642,16,144,0.04131069779,0.4375,0.4375,0
643,18,168,0.02707282454,0.944444418,0.8888888955,0.05555552244
644,18,151,0.03862226382,0.4444444478,0.277777791,0.1666666567
645,23,208,0.0460173972,0.913043499,0.8260869384,0.08695656061
646,24,220,0.0226385463,0.9583333135,0.9583333135,0
647,25,222,0.02976914868,0.7200000286,0.7200000286,0
648,22,197,0.04194213822,0.4545454681,0.3636363745,0.09090909362
649,22,194,0.03171907365,0.9545454383,1,-0.04545456171
650,22,204,0.03644386306,0.9090909362,0.9090909362,0
651,19,170,0.03166401014,0.8947368264,0.8421052694,0.05263155699
652,16,146,0.01362489909,0.9375,0.9375,0
653,17,141,0.05664123967,0.6470588446,0.5882353187,0.05882352591
654,18,164,0.03598026931,0.777777791,0.5,0.277777791
655,18,159,0.03239673749,0.777777791,0.722222209,0.05555558205
656,22,192,0.04252897203,0.5,0.3636363745,0.1363636255
657,19,173,0.03112632595,0.8421052694,0.7894737124,0.05263155699
658,17,158,0.03119562566,0.9411764741,0.8235294223,0.1176470518
659,15,136,0.02924349345,0.8000000119,0.6000000238,0.1999999881
660,18,159,0.03687993437,0.8333333135,0.8333333135,0
661,18,167,0.04349931702,0.8333333135,0.722222209,0.1111111045
662,18,169,0.04375425726,0.722222209,0.6111111045,0.1111111045
663,16,148,0.04282018915,0.8125,0.75,0.0625
664,23,211,0.02744645625,0.8260869384,0.7826086879,0.0434782505
665,22,201,0.0400368236,0.7272727489,0.5454545617,0.1818181872
666,18,166,0.02820224315,0.8333333135,0.8888888955,-0.05555558205
667,23,209,0.0432943441,0.6086956263,0.5217391253,0.08695650101
668,18,167,0.03864202276,0.2222222239,0.1111111119,0.1111111119
669,19,170,0.04673456028,0.8421052694,0.5263158083,0.3157894611
670,16,149,0.03046817333,0.875,0.8125,0.0625
671,4,37,0.05614751577,0,0,0
672,18,161,0.0323308669,0.777777791,0.6666666865,0.1111111045
673,24,218,0.05223868787,0.7083333135,0.5,0.2083333135
674,23,210,0.04219798371,0.8695651889,0.7391304374,0.1304347515
675,22,201,0.05617002025,0.5909090638,0.5,0.09090906382
676,17,155,0.03877301514,0.5882353187,0.6470588446,-0.05882352591
677,15,140,0.03643574566,0.6666666865,0.5333333611,0.1333333254
678,18,162,0.04188090935,0.6111111045,0.6666666865,-0.05555558205
679,15,137,0.04534780607,0.6666666865,0.4666666687,0.2000000179
680,18,166,0.03361301869,0.8888888955,0.8888888955,0
681,17,157,0.03913220391,0.7058823705,0.6470588446,0.05882352591
682,8,76,0.03137115389,0.25,0.125,0.125
683,22,198,0.03557427227,0.7272727489,0.7272727489,0
684,18,161,0.05323947966,0.8333333135,0.722222209,0.1111111045
685,19,173,0.03266494349,0.8947368264,0.8947368264,0
686,15,135,0.04541487992,0.5333333611,0.3333333433,0.2000000179
687,17,152,0.03148103133,0.7647058964,0.7647058964,0
688,18,163,0.02795155905,0.722222209,0.6111111045,0.1111111045
689,19,171,0.03963867947,0.947368443,0.8421052694,0.1052631736
690,23,211,0.04094233364,0.7826086879,0.6956521869,0.08695650101
691,18,164,0.0246144738,1,0.944444418,0.05555558205
692,18,158,0.02781028487,0.8888888955,0.8888888955,0
693,17,154,0.02871464007,0.8235294223,0.3529411852,0.470588237
694,19,173,0.04432120919,0.6315789223,0.5263158083,0.105263114
695,24,213,0.04695992172,0.6666666865,0.5833333135,0.08333337307
696,19,171,0.05368353054,0.7894737124,0.5789473653,0.2105263472
697,19,167,0.02227282152,0.8947368264,0.8947368264,0
698,20,176,0.03564729542,0.9499999881,0.8500000238,0.09999996424
699,20,176,0.02811202966,0.8999999762,0.8500000238,0.04999995232
700,24,222,0.03915890306,0.8333333135,0.5833333135,0.25
701,21,193,0.01852944121,1,1,0
702,17,155,0.03087276965,0.9411764741,0.9411764741,0
703,16,145,0.04194232449,0.8125,0.625,0.1875
704,23,209,0.04179703444,0.913043499,0.8260869384,0.08695656061
705,19,167,0.02553409338,0.8947368264,0.8947368264,0
706,15,134,0.05936165154,0.5333333611,0.2666666806,0.2666666806
707,22,194,0.05954036862,0.4090909064,0.4090909064,0
708,18,160,0.0391629003,0.555555582,0.4444444478,0.1111111343
709,18,157,0.0303555131,1,0.944444418,0.05555558205
710,24,213,0.03558723256,0.9166666865,0.7916666865,0.125
711,20,179,0.03289813921,0.8500000238,0.8000000119,0.05000001192
712,24,215,0.03660817817,0.6666666865,0.7083333135,-0.04166662693
713,17,145,0.03927375004,0.8235294223,0.7647058964,0.05882352591
714,18,162,0.0466203168,0.722222209,0.6111111045,0.1111111045
715,19,176,0.03874538839,0.6315789223,0.6315789223,0
716,20,177,0.02868579701,0.5500000119,0.6000000238,-0.05000001192
717,20,178,0.05046889186,0.5500000119,0.349999994,0.2000000179
718,22,198,0.02438783459,0.9090909362,0.9090909362,0
719,19,173,0.02293710038,0.7894737124,0.7894737124,0
720,22,203,0.05503635108,0.6363636255,0.4090909064,0.2272727191
721,21,193,0.04585663974,0.5238095522,0.380952388,0.1428571641
722,16,140,0.03700857237,0.875,0.875,0
723,10,92,0.04681263492,0.1000000015,0.1000000015,0
724,15,140,0.02295843326,0.8666666746,0.8000000119,0.06666666269
725,25,222,0.04734250158,0.6000000238,0.4799999893,0.1200000346
726,19,168,0.04185162857,0.3684210479,0.2105263174,0.1578947306
727,24,213,0.02820733376,0.9583333135,0.9166666865,0.04166662693
728,22,195,0.04109045491,0.09090909362,0.09090909362,0
729,23,212,0.04776602238,0.7391304374,0.5652173758,0.1739130616
730,24,214,0.03870808333,0.04166666791,0.04166666791,0
731,17,149,0.0437528193,0.6470588446,0.3529411852,0.2941176593
732,25,223,0.0387840569,0.7599999905,0.6399999857,0.1200000048
733,22,200,0.05103841797,0.5,0.4090909064,0.09090909362
734,19,169,0.05318356678,0.6315789223,0.4210526347,0.2105262876
735,17,154,0.04764553532,0.2941176593,0.2352941185,0.05882354081
736,18,165,0.0465481393,0.8888888955,0.6111111045,0.277777791
737,18,159,0.04045026749,0.3888888955,0.3333333433,0.05555555224
738,17,156,0.0434384346,0.470588237,0.3529411852,0.1176470518
739,19,171,0.02819440328,0.6315789223,0.4736842215,0.1578947008
740,18,157,0.04488019273,0.6666666865,0.4444444478,0.2222222388
741,16,149,0.04370049387,0.3125,0.1875,0.125
742,17,151,0.04623188451,0.8235294223,0.7647058964,0.05882352591
743,22,202,0.02414851077,1,0.9545454383,0.04545456171
744,24,212,0.04199290276,0.75,0.7916666865,-0.04166668653
745,16,145,0.04502234608,0.5,0.375,0.125
746,18,162,0.03152374551,0.5,0.4444444478,0.05555555224
747,18,164,0.02180741914,0.944444418,0.8888888955,0.05555552244
748,21,192,0.02080304921,0.9523809552,0.9047619104,0.04761904478
749,23,211,0.04623669758,0.7826086879,0.6521739364,0.1304347515
