experiment_id,parent,train_seed,manifest_sha256,reject_rate,relabel_rate,raw_micro,raw_macro,bottom10,trusted_class_balanced,bare_online,tta_online,status,decision_reason
NR_CTRL_OOF_ZERO_0001_FIXED,S_D3_MIXUP,42,6bb8a2f3335737162555472f9248461f609ef52f5255def7e6af1b7867e4b56c,0.06967487252590603,0,0.6933,,,,0.599031,0.603076,control,"OOF p<0.001 removes 6354/91195 rows; fixed reject_policy=drop control"
NR_CL_KNN_DROP,NR_CTRL_OOF_ZERO_0001_FIXED,42,ed67ad12b631bf9f3e4156a6739979f434430a0de3d5461193e34da1c2608787,0.010866823839026263,0,0.6944,0.6945,,,0.606400,0.612128,best_frozen_reported_incomplete,"TTA is registered; Bare score is reported but its registry row and hashes are missing"
NR_CL_KNN_DROP,NR_CTRL_OOF_ZERO_0001_FIXED,3407,ed67ad12b631bf9f3e4156a6739979f434430a0de3d5461193e34da1c2608787,0.010866823839026263,0,0.6939546599496221,0.6939714550971985,,,0.598110,0.603116,multiseed_complete,"local direction stable but platform TTA is 0.90pp below seed42"
NR_CONSENSUS_RELABEL_V2_TOP100,NR_CTRL_OOF_ZERO_0001_FIXED,42,e258f17caf1239246394906fabe9201de8ff8edbbebc8c9187cad9c24e9ad893,0,0.0010965513460167772,0.6947297035458244,0.6947429180145264,,,,0.598871,closed,"100 consensus relabels reduce TTA by 0.42pp versus A0"
NR_CL_CLASSWISE_DROP,NR_CTRL_OOF_ZERO_0001_FIXED,42,3c52313650523ac966e29ab77bbfd0b9eec9cd40405be60b2dce02fd84046470,0.09518065683425626,0,0.686107343538074,0.6861095428466797,,,,0.595466,closed,"8680 classwise drops reduce TTA by 0.76pp versus A0"
