epoch,train_loss,train_acc,val_loss,val_acc,head_lr,backbone_lr,head_grad_norm,backbone_grad_norm,epoch_time
1,5.439773,0.218316,4.156417,0.404088,0.00500000,0.00000000,0.138923,0.000000,3.05
2,3.242741,0.496865,2.640760,0.561877,0.00499491,0.00000000,0.129335,0.000000,2.44
3,2.350995,0.585032,2.159895,0.611822,0.00497968,0.00000000,0.115984,0.000000,2.72
4,1.999399,0.622890,1.932022,0.630450,0.00495436,0.00000000,0.108258,0.000000,2.72
5,1.808437,0.643799,1.799218,0.645152,0.00491905,0.00000000,0.103482,0.000000,2.79
6,1.685821,0.658931,1.709257,0.656228,0.00487391,0.00000000,nan,0.000000,2.72
7,1.595767,0.670879,1.645420,0.661263,0.00481912,0.00000000,0.097557,0.000000,2.66
8,1.531295,0.679632,1.597536,0.668009,0.00475490,0.00000000,0.095614,0.000000,2.75
9,1.478761,0.688801,1.562543,0.669922,0.00468151,0.00000000,nan,0.000000,1.45
10,1.436779,0.693791,1.532326,0.672943,0.00459927,0.00000000,0.093306,0.000000,2.74
11,1.402525,0.697183,1.507505,0.678784,0.00450850,0.00000000,0.091587,0.000000,2.97
12,1.371691,0.703375,1.489323,0.678179,0.00440958,0.00000000,nan,0.000000,2.90
13,1.345110,0.706570,1.470966,0.683214,0.00430291,0.00000000,0.090866,0.000000,2.81
14,1.323871,0.710794,1.458488,0.685329,0.00418894,0.00000000,0.089954,0.000000,2.80
15,1.301073,0.713945,1.446762,0.687242,0.00406814,0.00000000,nan,0.000000,2.69
16,1.287440,0.715116,1.435672,0.686537,0.00394099,0.00000000,0.088465,0.000000,2.84
17,1.270737,0.718081,1.426298,0.688853,0.00380802,0.00000000,0.088618,0.000000,1.58
18,1.257321,0.719077,1.418327,0.691370,0.00366978,0.00000000,nan,0.000000,2.83
19,1.241878,0.722895,1.411424,0.690565,0.00352684,0.00000000,0.087405,0.000000,2.74
20,1.230417,0.723234,1.404626,0.691773,0.00337978,0.00000000,0.086746,0.000000,2.67
21,1.221052,0.725444,1.399806,0.693686,0.00322921,0.00000000,nan,0.000000,2.91
22,1.210997,0.727129,1.392941,0.694291,0.00307574,0.00000000,0.086747,0.000000,2.84
23,1.202419,0.728027,1.389272,0.694693,0.00292001,0.00000000,0.086113,0.000000,2.84
24,1.191675,0.729033,1.384422,0.693686,0.00276266,0.00000000,nan,0.000000,2.77
25,1.189323,0.731331,1.381454,0.695600,0.00260433,0.00000000,0.085567,0.000000,2.80
26,1.178986,0.733005,1.377830,0.696405,0.00244567,0.00000000,0.085163,0.000000,1.25
27,1.170046,0.734778,1.374688,0.696607,0.00228734,0.00000000,nan,0.000000,2.76
28,1.164019,0.734942,1.372292,0.696103,0.00212999,0.00000000,0.085025,0.000000,2.85
29,1.161746,0.735226,1.369931,0.697311,0.00197426,0.00000000,0.085101,0.000000,2.74
30,1.156382,0.735172,1.367115,0.697916,0.00182079,0.00000000,nan,0.000000,2.85
31,1.153151,0.736714,1.364966,0.698218,0.00167022,0.00000000,0.084700,0.000000,2.76
32,1.150264,0.737633,1.363177,0.699527,0.00152316,0.00000000,0.085155,0.000000,2.91
33,1.146975,0.738520,1.361370,0.699225,0.00138022,0.00000000,nan,0.000000,2.70
34,1.143869,0.739110,1.360580,0.698419,0.00124198,0.00000000,0.084647,0.000000,2.85
35,1.136268,0.741080,1.359683,0.699225,0.00110901,0.00000000,0.084375,0.000000,1.36
36,1.135810,0.740828,1.358607,0.700332,0.00098186,0.00000000,nan,0.000000,2.68
37,1.136321,0.739559,1.357628,0.700936,0.00086106,0.00000000,0.083950,0.000000,2.69
38,1.130518,0.742087,1.356912,0.700232,0.00074709,0.00000000,0.084121,0.000000,2.91
39,1.128781,0.743115,1.356436,0.698822,0.00064042,0.00000000,nan,0.000000,2.98
40,1.127092,0.741277,1.355606,0.699728,0.00054150,0.00000000,0.084528,0.000000,2.75
41,1.125553,0.741736,1.355092,0.700735,0.00045073,0.00000000,0.083894,0.000000,2.82
42,1.125679,0.741879,1.354704,0.700232,0.00036849,0.00000000,nan,0.000000,2.80
43,1.127398,0.742973,1.354310,0.700232,0.00029510,0.00000000,0.084326,0.000000,2.75
44,1.120814,0.743104,1.354061,0.700131,0.00023088,0.00000000,0.084284,0.000000,1.60
45,1.121242,0.743684,1.353892,0.700836,0.00017609,0.00000000,nan,0.000000,2.75
46,1.121594,0.744297,1.353693,0.700634,0.00013095,0.00000000,0.084396,0.000000,2.68
47,1.120861,0.744111,1.353613,0.700534,0.00009564,0.00000000,0.084045,0.000000,2.79
