epoch,train_loss,train_acc,val_loss,val_acc,head_lr,backbone_lr,head_grad_norm,backbone_grad_norm,epoch_time
1,1.393851,0.128416,1.326420,0.174777,0.00250000,0.00000000,0.003512,0.000000,379.93
2,1.111501,0.343770,0.928958,0.480128,0.00500000,0.00000000,0.021184,0.000000,351.75
3,0.808374,0.553674,0.756713,0.578616,0.00499470,0.00000000,0.025805,0.000000,436.05
4,0.683370,0.618375,0.681791,0.610120,0.00497883,0.00000000,0.025165,0.000000,340.07
5,0.619329,0.648810,0.639299,0.626115,0.00495244,0.00000000,0.024240,0.000000,321.69
6,0.578062,0.667196,0.611298,0.634839,0.00491567,0.00000000,0.023418,0.000000,334.55
7,0.547716,0.682047,0.588148,0.645793,0.00486865,0.00000000,0.022868,0.000000,329.44
8,0.523511,0.694698,0.570609,0.653548,0.00481160,0.00000000,0.022292,0.000000,321.43
9,0.504006,0.704558,0.556898,0.660430,0.00474476,0.00000000,0.021793,0.000000,313.87
10,0.487355,0.713456,0.545362,0.666828,0.00466841,0.00000000,0.021377,0.000000,309.29
11,0.473059,0.721379,0.535292,0.668670,0.00458289,0.00000000,0.020950,0.000000,313.32
12,0.460713,0.728306,0.529136,0.670221,0.00448855,0.00000000,0.020569,0.000000,309.98
13,0.449854,0.734129,0.521257,0.673032,0.00438580,0.00000000,0.020235,0.000000,309.65
14,0.440109,0.739261,0.514824,0.675553,0.00427509,0.00000000,0.019950,0.000000,314.21
15,0.431244,0.744438,0.509793,0.678170,0.00415688,0.00000000,0.019706,0.000000,306.45
16,0.423377,0.749155,0.505315,0.680690,0.00403168,0.00000000,0.019352,0.000000,313.33
17,0.416061,0.752897,0.501550,0.682241,0.00390004,0.00000000,0.019158,0.000000,311.24
18,0.409343,0.756761,0.498395,0.681756,0.00376250,0.00000000,0.018932,0.000000,312.32
19,0.403217,0.760668,0.494883,0.682532,0.00361966,0.00000000,0.018749,0.000000,306.47
20,0.397667,0.764016,0.491148,0.685537,0.00347214,0.00000000,0.018528,0.000000,306.91
21,0.392421,0.767683,0.488675,0.686119,0.00332056,0.00000000,0.018406,0.000000,309.20
22,0.387489,0.770703,0.486016,0.687573,0.00316558,0.00000000,0.018176,0.000000,309.28
23,0.383152,0.772531,0.484420,0.688057,0.00300785,0.00000000,nan,0.000000,310.76
24,0.379148,0.775289,0.482013,0.689802,0.00284805,0.00000000,0.017876,0.000000,308.24
25,0.375403,0.777751,0.479787,0.690675,0.00268687,0.00000000,0.017750,0.000000,305.12
26,0.371943,0.779688,0.478331,0.689802,0.00252500,0.00000000,0.017630,0.000000,308.61
27,0.368798,0.781833,0.477144,0.691256,0.00236313,0.00000000,0.017460,0.000000,309.80
28,0.365997,0.783223,0.475710,0.692226,0.00220195,0.00000000,0.017352,0.000000,305.06
29,0.363312,0.785269,0.474240,0.692129,0.00204215,0.00000000,nan,0.000000,309.01
30,0.360895,0.786944,0.472931,0.693777,0.00188442,0.00000000,nan,0.000000,307.80
31,0.358665,0.788213,0.471881,0.693583,0.00172944,0.00000000,0.017002,0.000000,305.92
32,0.356728,0.789166,0.471454,0.693777,0.00157786,0.00000000,0.016961,0.000000,304.87
33,0.354908,0.790544,0.470476,0.694164,0.00143034,0.00000000,0.016908,0.000000,309.01
34,0.353273,0.791114,0.469765,0.693777,0.00128750,0.00000000,0.016854,0.000000,306.25
35,0.351770,0.792492,0.469154,0.693680,0.00114996,0.00000000,0.016766,0.000000,303.13
36,0.350483,0.793062,0.468607,0.694552,0.00101832,0.00000000,nan,0.000000,311.18
37,0.349259,0.794014,0.468305,0.695134,0.00089312,0.00000000,0.016620,0.000000,309.56
38,0.348259,0.794637,0.467850,0.695715,0.00077491,0.00000000,0.016596,0.000000,306.77
39,0.347310,0.795108,0.467598,0.694649,0.00066420,0.00000000,0.016529,0.000000,308.41
40,0.346518,0.795776,0.467201,0.695037,0.00056145,0.00000000,0.016484,0.000000,307.42
41,0.345846,0.796170,0.466927,0.695909,0.00046711,0.00000000,nan,0.000000,311.75
42,0.345259,0.796334,0.466837,0.695425,0.00038159,0.00000000,0.016428,0.000000,312.81
43,0.344760,0.796520,0.466677,0.695231,0.00030524,0.00000000,0.016376,0.000000,302.36
44,0.344350,0.796772,0.466562,0.695522,0.00023840,0.00000000,nan,0.000000,309.16
45,0.344009,0.796990,0.466473,0.695618,0.00018135,0.00000000,0.016347,0.000000,306.20
46,0.343740,0.797176,0.466414,0.695328,0.00013433,0.00000000,0.016325,0.000000,305.25
47,0.343531,0.797319,0.466366,0.695328,0.00009756,0.00000000,nan,0.000000,308.59
48,0.343376,0.797494,0.466341,0.695425,0.00007117,0.00000000,0.016308,0.000000,305.14
49,0.343264,0.797538,0.466309,0.695328,0.00005530,0.00000000,0.016295,0.000000,309.84
50,0.343189,0.797549,0.466288,0.695425,0.00005000,0.00000000,nan,0.000000,305.53
